name,category,price_range,neighborhood,info,ratings,ratings_histogram,Claimed?,HasWebsite,reviews,first_review,last_review,permanently_closed,AvgLast_compound,AvgLast_star,AvgLast_subjectivity,AvgReviewN,Last_compound_coef,Last_compound_intrcpt,Last_star_coef,Last_star_intrcpt,Last_subjectivity_coef,Last_subjectivity_intrcpt
El Torito Restaurant & Taqueria,Mexican,Under $10,"North Center, Lakeview","[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Divey'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'Yes'}, {'Caters': 'No'}]",4.0,"[{5: 15}, {4: 26}, {3: 8}, {2: 3}, {1: 1}]",0,0,53.0,2007-11-06,2017-01-13,0,,,,,,,,,,
Pie-Eyed Pizzeria,Pizza,Under $10,"River West, Noble Square, West Town","[{'Takes Reservations': 'No'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Accepts Android Pay': 'No'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Divey, Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'Yes'}, {'Caters': 'Yes'}]",3.5,"[{5: 33}, {4: 45}, {3: 24}, {2: 18}, {1: 17}]",1,1,137.0,2005-09-30,2017-08-25,0,,,,,,,,,,
Ringo Japanese Kitchen,"Sushi Bars,Japanese,Tapas/Small Plates",$11-30,"Lincoln Park, DePaul","[{'Takes Reservations': 'Yes'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Good For': 'Dinner'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'Beer & Wine Only'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'Yes'}, {'Caters': 'Yes'}, {'Gender Neutral Restrooms': 'Yes'}]",3.5,"[{5: 51}, {4: 108}, {3: 62}, {2: 38}, {1: 27}]",1,1,285.0,2005-10-09,2017-08-19,0,,,,,,,,,,
Janitzio Burrito,Mexican,Under $10,Lakeview,"[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Good For': 'Late Night'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'No'}, {'Attire': 'Casual'}, {'Ambience': 'Divey'}, {'Noise Level': 'Average'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'Yes'}, {'Caters': 'No'}]",4.0,"[{5: 34}, {4: 38}, {3: 17}, {2: 14}, {1: 3}]",1,0,106.0,2006-04-03,2017-08-07,0,,,,,,,,,,
RL Restaurant,"American (New),Steakhouses,Sandwiches",$31-60,Near North Side,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Accepts Android Pay': 'No'}, {'Good For': 'Lunch, Dinner'}, {'Parking': 'Valet'}, {'Bike Parking': 'No'}, {'Wheelchair Accessible': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Dressy'}, {'Ambience': 'Classy, Upscale'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'Free'}, {'Has TV': 'No'}, {'Caters': 'No'}]",4.0,"[{5: 293}, {4: 195}, {3: 61}, {2: 31}, {1: 29}]",1,1,609.0,2005-07-15,2017-09-02,0,,,,,,,,,,
Bubba Gump Shrimp,"Seafood,Southern,Cajun/Creole",$11-30,Near North Side,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Accepts Android Pay': 'No'}, {'Good For': 'Lunch, Dinner'}, {'Parking': 'Garage'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Touristy'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'No'}, {'Has TV': 'Yes'}, {'Waiter Service': 'Yes'}, {'Caters': 'No'}]",3.0,"[{5: 59}, {4: 96}, {3: 99}, {2: 83}, {1: 60}]",1,1,397.0,2005-07-14,2017-08-27,0,,,,,,,,,,
Jim’s Original Hot Dog,"Hot Dogs,Burgers,Sandwiches",Under $10,University Village,"[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Accepts Android Pay': 'No'}, {'Good For': 'Late Night'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}, {'Caters': 'No'}]",4.0,"[{5: 241}, {4: 155}, {3: 44}, {2: 18}, {1: 19}]",1,1,477.0,2004-12-20,2017-08-13,0,,,,,,,,,,
Vito & Angelo’s Pizzeria & Restaurant,Pizza,$11-30,Logan Square,"[{'Takes Reservations': 'No'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Accepts Android Pay': 'No'}, {'Accepts Bitcoin': 'No'}, {'Good For': 'Lunch, Dinner, Late Night'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'No'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}, {'Caters': 'Yes'}]",4.0,"[{5: 38}, {4: 18}, {3: 5}, {2: 4}, {1: 4}]",1,0,69.0,2009-02-15,2017-09-03,0,,,,,,,,,,
McCormick & Schmick’s,Seafood,$31-60,Near North Side,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Accepts Android Pay': 'No'}, {'Parking': 'Valet, Garage, Street'}, {'Bike Parking': 'No'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Classy'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'Free'}, {'Has TV': 'Yes'}, {'Caters': 'No'}]",3.0,"[{5: 47}, {4: 78}, {3: 54}, {2: 49}, {1: 44}]",1,1,272.0,2005-07-31,2017-07-03,0,,,,,,,,,,
La Oaxaqueña,Mexican,$11-30,Irving Park,"[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Parking': 'Street'}, {'Bike Parking': 'No'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'Yes'}, {'Caters': 'Yes'}]",4.0,"[{5: 82}, {4: 64}, {3: 14}, {2: 9}, {1: 9}]",1,0,178.0,2005-10-03,2017-08-20,0,,,,,,,,,,
La Crêperie,"French,Creperies",$11-30,Lakeview,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Accepts Android Pay': 'No'}, {'Good For': 'Dinner'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Romantic'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}, {'Caters': 'No'}]",4.0,"[{5: 207}, {4: 217}, {3: 106}, {2: 48}, {1: 17}]",1,1,595.0,2005-08-02,2017-08-26,0,,,,,,,,,,
Wong’s Chinese Restaurant,Chinese,Under $10,Portage Park,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Parking': 'Street'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'No'}, {'Attire': 'Casual'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}]",3.5,"[{5: 1}, {4: 5}, {3: 4}, {2: 0}, {1: 2}]",0,0,12.0,2006-08-23,2010-12-31,0,,,,,,,,,,
Original Pancake House,Breakfast & Brunch,$11-30,Lakeview,"[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Accepts Android Pay': 'No'}, {'Good For': 'Breakfast, Brunch'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Wheelchair Accessible': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}, {'Waiter Service': 'Yes'}, {'Caters': 'No'}]",4.0,"[{5: 42}, {4: 48}, {3: 31}, {2: 8}, {1: 6}]",0,1,135.0,2005-09-27,2017-08-27,0,,,,,,,,,,
Mr. Submarine,"Sandwiches,Salad",Under $10,The Loop,"[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'No'}, {'Attire': 'Casual'}, {'Ambience': 'Divey, Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}, {'Caters': 'Yes'}]",3.5,"[{5: 25}, {4: 23}, {3: 22}, {2: 6}, {1: 7}]",0,1,83.0,2005-07-14,2017-08-28,0,,,,,,,,,,
Everest,"French,Venues & Event Spaces,Vegetarian",Above $61,The Loop,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'No'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Parking': 'Valet'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'No'}, {'Attire': 'Formal (Jacket Required)'}, {'Ambience': 'Classy, Upscale'}, {'Noise Level': 'Quiet'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}, {'Caters': 'No'}]",4.0,"[{5: 110}, {4: 74}, {3: 43}, {2: 28}, {1: 19}]",1,1,274.0,2005-08-07,2017-09-02,0,,,,,,,,,,
Ann Sather Restaurant,"Breakfast & Brunch,Salad,Sandwiches",$11-30,Lakeview,"[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Good For': 'Breakfast, Brunch'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}, {'Waiter Service': 'Yes'}, {'Caters': 'Yes'}, {'Gender Neutral Restrooms': 'Yes'}]",3.5,"[{5: 174}, {4: 239}, {3: 134}, {2: 68}, {1: 25}]",1,1,640.0,2005-08-14,2017-08-20,0,,,,,,,,,,
Smoque BBQ,Barbeque,$11-30,Irving Park,"[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Good For': 'Lunch, Dinner'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}, {'Caters': 'Yes'}]",4.5,"[{5: 1917}, {4: 1057}, {3: 375}, {2: 147}, {1: 43}]",1,1,3538.0,2007-01-12,2017-09-04,0,,,,,,,,,,
Epic Burger,Burgers,$11-30,South Loop,"[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Good For': 'Lunch'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'Free'}, {'Has TV': 'Yes'}, {'Caters': 'Yes'}]",3.5,"[{5: 194}, {4: 247}, {3: 172}, {2: 86}, {1: 26}]",1,1,725.0,2008-05-16,2017-08-26,0,,,,,,,,,,
Chef Shangri-La,"Chinese,Asian Fusion,Hawaiian",$11-30,,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Accepts Android Pay': 'No'}, {'Accepts Bitcoin': 'No'}, {'Good For': 'Dinner'}, {'Parking': 'Street, Private Lot'}, {'Bike Parking': 'No'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'No'}, {'Has TV': 'Yes'}, {'Caters': 'Yes'}]",3.5,"[{5: 121}, {4: 87}, {3: 34}, {2: 38}, {1: 36}]",1,1,316.0,2005-11-17,2017-09-04,0,,,,,,,,,,
Sidebar Grille,"American (Traditional),Bars",$11-30,The Loop,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Good For': 'Lunch'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Music': 'Background'}, {'Good For Dancing': 'No'}, {'Alcohol': 'Full Bar'}, {'Best Nights': 'Wed, Thu, Fri'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'Free'}, {'Has TV': 'Yes'}, {'Caters': 'Yes'}, {'Has Pool Table': 'No'}]",3.5,"[{5: 27}, {4: 112}, {3: 66}, {2: 21}, {1: 17}]",1,1,243.0,2006-03-22,2017-09-04,0,,,,,,,,,,
Siam Rice,Thai,$11-30,The Loop,"[{'Takes Reservations': 'No'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Accepts Android Pay': 'No'}, {'Good For': 'Lunch'}, {'Parking': 'Garage, Street, Validated'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Loud'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'Free'}, {'Has TV': 'No'}, {'Caters': 'Yes'}, {'Gender Neutral Restrooms': 'Yes'}]",3.5,"[{5: 80}, {4: 173}, {3: 77}, {2: 51}, {1: 67}]",1,1,448.0,2005-09-26,2017-08-16,0,,,,,,,,,,
White Palace Grill,Diners,Under $10,,"[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Accepts Android Pay': 'No'}, {'Good For': 'Breakfast, Late Night'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}, {'Caters': 'No'}]",3.5,"[{5: 83}, {4: 140}, {3: 106}, {2: 54}, {1: 56}]",1,1,439.0,2005-08-18,2017-08-26,0,,,,,,,,,,
Estelle’s,"Bars,American (New),American (Traditional)",Under $10,"Wicker Park, West Town","[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Hipster'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'Free'}, {'Has TV': 'Yes'}, {'Caters': 'No'}, {'Has Pool Table': 'No'}]",3.5,"[{5: 48}, {4: 105}, {3: 69}, {2: 30}, {1: 25}]",1,1,277.0,2005-07-21,2017-07-28,0,,,,,,,,,,
Little Corner Restaurant,"Breakfast & Brunch,Sandwiches",Under $10,Edgewater,"[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'No'}, {'Caters': 'No'}, {'Gender Neutral Restrooms': 'Yes'}]",3.5,"[{5: 28}, {4: 42}, {3: 34}, {2: 10}, {1: 10}]",1,1,124.0,2006-02-10,2017-08-17,0,,,,,,,,,,
Red June,"Coffee & Tea,Sandwiches,Breakfast & Brunch",Under $10,Bucktown,"[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'No'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Quiet'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'Free'}, {'Has TV': 'No'}, {'Caters': 'No'}, {'Good for Working': 'Yes'}]",4.0,"[{5: 74}, {4: 55}, {3: 16}, {2: 11}, {1: 11}]",1,1,167.0,2009-02-17,2017-08-28,0,,,,,,,,,,
The Waterfront Cafe,"Sandwiches,Desserts,Bars",$11-30,Edgewater,"[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Good For': 'Lunch, Dinner'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Good For Dancing': 'Yes'}, {'Alcohol': 'Beer & Wine Only'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'Free'}, {'Has TV': 'No'}, {'Waiter Service': 'Yes'}, {'Caters': 'No'}, {'Has Pool Table': 'No'}]",3.5,"[{5: 71}, {4: 75}, {3: 40}, {2: 35}, {1: 43}]",0,1,264.0,2009-07-05,2017-09-03,0,,,,,,,,,,
Feed,"Southern,Diners,Soul Food",Under $10,Humboldt Park,"[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'No'}, {'Accepts Apple Pay': 'No'}, {'Accepts Android Pay': 'No'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'No'}, {'Has TV': 'Yes'}, {'Caters': 'No'}, {'Gender Neutral Restrooms': 'Yes'}]",4.0,"[{5: 207}, {4: 208}, {3: 77}, {2: 53}, {1: 18}]",1,1,563.0,2006-01-02,2017-09-04,0,,,,,,,,,,
Chicago’s Dog House,"Hot Dogs,Fast Food",Under $10,"Lincoln Park, DePaul","[{'Takes Reservations': 'No'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'Yes'}, {'Accepts Android Pay': 'No'}, {'Good For': 'Lunch, Dinner'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'No'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'Free'}, {'Has TV': 'Yes'}, {'Caters': 'Yes'}]",4.0,"[{5: 135}, {4: 112}, {3: 44}, {2: 16}, {1: 33}]",1,0,340.0,2009-06-06,2017-08-22,0,,,,,,,,,,
Kincade’s,"Bars,American (Traditional)",$11-30,"Lincoln Park, DePaul","[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Loud'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'No'}, {'Has TV': 'Yes'}, {'Caters': 'No'}, {'Has Pool Table': 'No'}]",3.0,"[{5: 31}, {4: 66}, {3: 63}, {2: 30}, {1: 38}]",1,1,228.0,2005-07-11,2017-08-27,0,,,,,,,,,,
Potbelly Sandwich Shop,"Sandwiches,Fast Food,Delis",Under $10,"West Loop, Near West Side","[{'Takes Reservations': 'No'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'Free'}, {'Has TV': 'No'}, {'Caters': 'Yes'}]",3.0,"[{5: 1}, {4: 8}, {3: 5}, {2: 3}, {1: 6}]",1,1,23.0,2007-08-09,2017-03-21,0,,,,,,,,,,
Me Dee Cafe,"Thai,Ice Cream & Frozen Yogurt",$11-30,"Ravenswood, Lincoln Square","[{'Takes Reservations': 'Yes'}, {'Delivery': 'Yes'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Good For': 'Dinner, Late Night'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Quiet'}, {'Alcohol': 'No'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'No'}, {'Has TV': 'Yes'}, {'Caters': 'Yes'}]",4.0,"[{5: 96}, {4: 71}, {3: 20}, {2: 7}, {1: 9}]",1,0,203.0,2009-07-11,2017-08-26,0,,,,,,,,,,
Trader Todd’s,"Karaoke,Bars,Caribbean",$11-30,Lakeview,"[{'Takes Reservations': 'Yes'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Android Pay': 'No'}, {'Parking': 'Street'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'No'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Loud'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'Yes'}, {'Wi-Fi': 'No'}, {'Has TV': 'Yes'}, {'Caters': 'No'}, {'Has Pool Table': 'No'}]",3.0,"[{5: 44}, {4: 80}, {3: 78}, {2: 52}, {1: 51}]",1,1,305.0,2005-07-26,2017-09-03,0,,,,,,,,,,
Home Run Inn Pizza - Archer Ave,"Pizza,American (Traditional),Chicken Wings",$11-30,Garfield Ridge,"[{'Takes Reservations': 'No'}, {'Delivery': 'No'}, {'Take-out': 'Yes'}, {'Accepts Credit Cards': 'Yes'}, {'Accepts Apple Pay': 'No'}, {'Good For': 'Dinner'}, {'Parking': 'Private Lot'}, {'Bike Parking': 'Yes'}, {'Good for Kids': 'Yes'}, {'Good for Groups': 'Yes'}, {'Attire': 'Casual'}, {'Ambience': 'Casual'}, {'Noise Level': 'Average'}, {'Alcohol': 'Full Bar'}, {'Outdoor Seating': 'No'}, {'Wi-Fi': 'Free'}, {'Has TV': 'Yes'}, {'Caters': 'Yes'}]",3.5,"[{5: 21}, {4: 17}, {3: 16}, {2: 7}, {1: 15}]",1,1,76.0,2006-04-05,2017-08-17,0,,,,,,,,,,
