date,star,text,compound,neutral,positive,negative,subjectivity
2014-04-15,5.0,"Great smoothies!!! I consider myself somewhat of a smoothie expert, I must say this place ran circles around Jamba Juice.  I tried the Fruit Divine, which consisted on Blueberries, bananas, strawberries, pineapple sherbert, and peach juice. DELICIOUS!!!!  At home I don't use any type of sherbert/yogurt/sorbet, fruit and veggies only, so this was definitely something different for me, but I loved. it.",0.9239,0.796,0.204,0.0,0.775
2014-03-22,3.0,"Smoothies are yummy. I grab one right before going to work. They never disappoint. They are not the best, but they are pretty good priced. I would not go out of my to come here, but if I were near I wouldn't avoid it like the plague either. I have not tried their food yet. I'll update when I do.",0.8577,0.71,0.216,0.073,0.5671428571428572
2014-02-20,4.0,I love their smoked salmon sandwich with black caviar!  Also they have an amazing smoothies and fresh squeezed juices! My boyfriend really like different chicken sandwiches :) one bad think the customer service on phone not really friendly.,0.8842,0.566,0.315,0.12,0.635
2014-01-29,5.0,"For a fast food kind of place you really can't do better. I've been dining in, taking out, and getting delivery from here for about 8 years. The smoothies and juices are what drew me in initially. Then it was the being open til 5am. The smoothie menu is extensive and they're all good. The juices are freshly made on the spot and much more reasonably priced than ANY juice bar; even the ones at grocery stores. Granted the selection isn't as large but its nice not to get ripped off for juice. The food excellent for the price and its fast. This is the kind of place where your salad will be just as good as burger and fries. If you can order it, they do it well. I like the Philly chicken when i'm not just smoothie'ing. The waffle fries are the best I've had anywhere in this city. As for the rest, the service is fast and friendly. They have extensive hours and delivery always comes in a reasonable time. The place is clean and simple.",0.988,0.814,0.177,0.009,0.579265873015873
2014-01-27,4.0,"I thought this place would be ghetto and overpriced, but the food here is surprisingly AMAZING! Especially the veggie burger omgz! The wait is a bit long but totally worth it. Wouldn't exactly hang out here but great food to go!",0.9657,0.655,0.345,0.0,0.5666666666666667
2013-12-22,5.0,"Ok this place was amazing! the food is made fresh and hot and just delicious. I was there 2 days ago and I'm already scheming on how I'm going to get back. They're open late so go, go, go!",0.9115,0.724,0.276,0.0,0.60625
2013-12-21,3.0,"$15 For a chicken burger very dry, fires and the shake are the ones that made it worth while ,and the question when asking for extra ketchup after spending $15 on a chicken burger  Milkshake and fires where the only good thing out of the meal",0.4767,0.863,0.101,0.036,0.64
2013-12-17,5.0,"My go to ordering spot when i don't bring dinner to work. Everything i've ordered from here has been good. Burgers, salads, soup, chili, guacamole, and quesadillas. Delivery is good they get the food to me pretty quick almost every time. Will continue to order from here.",0.8402,0.827,0.173,0.0,0.675
2013-12-05,4.0,"I had the char asparagus sandwich... YUMMY! Granted I had just stumbled upon this place after a night of drinking (so anything is probably good at that point), but I will definitely be back. The goat cheese, the veggies, a DELIGHTFUL tummy pleaser.",0.9623,0.619,0.381,0.0,0.5333333333333333
2013-12-04,4.0,"Just when I thought the mixed grill vegetables couldn't get any better, today they cut the veggies to bite size. Awesome.",0.1516,0.664,0.16,0.176,0.5833333333333334
2013-11-10,4.0,"Second visit. Tried something different. I ordered the Philly Steak, Chicken Gumbo and a Hanks Root Beer. Loved the Philly Steak. The meat was of great quality and was prepared to perfection. The Hanks Root Beer was one of the best root beers I had. On the other hand, the chicken gumbo was terrible. I'm from the South and we take our gumbo seriously. This was not gumbo and it tastes like chicken and rice soup. It's light colored with onions, okra and carrots.  Philly Cheesesteak = 5 stars  Chicken Gumbo = 1 star  Hanks Diet Root Beer = 5 stars They are still a four in my book but this was a 3 like visit.",0.9201,0.811,0.16,0.029,0.6916666666666665
2013-10-14,3.0,"My office orders lunch from here a lot and I've had mixed experiences. I've tried a bunch of different entrees including the cheddar and bacon baked potato, the turkey reuben and charred eggplant sandwich.  I found the baked potato to be a little strange... it was served with entire pieces of bacon plopped on it instead of sliced and diced bacon with a side of Merkts. They get bonus points on the Merkts but the whole thing was hard to eat and kind of underwhelming. I felt the same way about the turkey reuben which was also underwhelming, the sandwich was soggy and not very flavorful.  In contrast was the charred eggplant sandwich which was unbelievable. It was one of the most flavorful veggie sandwiches I've ever had and the french bread it came on was very fresh.  I've also tried the fries which were not bad and an amazing smoothie, the Orange  Berry Dream.  I think now that I've found my order I'm going to enjoy Jubilee Juice a lot more, I just don't think the quality of their food is consistent overall.",0.972,0.869,0.123,0.008,0.4679166666666667
2013-10-06,4.0,"Open late + SMOOTHIES + Delivers + Unfortunately I couldn't give this place 5 stars because although their salads are both huge and fresh, I was disappointed as to how little toppings they put on them each time i've ordered them.  I would return but to try other things.",-0.1154,0.844,0.073,0.083,0.640625
2013-09-28,1.0,"Although I did not have the juice, which I would hope is good, this is a way overpriced fast food joint that is not that fast. The 9$ salmon burger was the worst I have ever had, dry and tasteless. Might as well have bought some freeze section patties. Burgers were overpriced and dry as well! Go down the street and get some real food from any other randolph restaurant.",0.6588,0.794,0.152,0.054,0.5863888888888888
2013-09-26,2.0,"The mighty has fallen!  Combo Meal still serves 2. Mushroom Burger -- the patty was super dry.  It seems like the patty mix had been changed.  Decent amount of mushrooms.  The taste is NOT there. Waffle Fries -- crunchy but slightly uncook.  You can smell potatoes in every bite. Housemade Tiramisu -- for $3.75, it was a 2x2 one layer with a predominant mascarpone.  Skip it!",0.465,0.903,0.071,0.026,0.5999999999999999
2013-09-01,4.0,I am obsessed with their char grilled asparagus sandwich with goat cheese. It is always amazing!,0.5255,0.692,0.218,0.09,0.95
2013-08-20,3.0,"I had the Mediterranean salad. It was a ton of cheap lettuce, a few cherry tomatoes, and a decent amount of cheese.  Not worth the almost $8 price tag.",0.2263,0.927,0.073,0.0,0.39166666666666666
2013-08-14,5.0,"You know those immaculate burgers and sandwiches in the McDonald's and Burger King ads? This is where they're at. The food here looks perfect and it tastes amazing, unlike those misleading ads. I had the chicken sandwich (no tomatoes, no tomatoes EVER) and it was actually refreshing. Yes, it was fat but I didn't feel bad about eating it, especially when I paired it with an apple-pear-ginger root juice. The waffle fires where cut and cooked to perfection. Just.... So good. Wish I wasn't so broke, or I would come here all the time to get the fresh juices. They also have an interesting selection of gourmet sodas, and fun wall art to look at while you eat.",0.9871,0.692,0.265,0.043,0.7316666666666667
2013-07-26,4.0,This place has the best quesadillas! They also have great salads. I usually get the caesar salad with shrimp. Delivery is quick and food is fresh! I order from here about 4-5 times a month. Check it out!,0.9095,0.736,0.264,0.0,0.45999999999999996
2013-07-18,4.0,The asparagus sandwich with goat cheese is SO good!! I want one right now! This place has a large menu with lots of great options. I found exactly what I like so I don't think I'll be trying a lot of it though - sad face. My only problem is that the wait time is SO long.,0.835,0.693,0.215,0.091,0.6205357142857143
2013-07-15,3.0,"We went here based on so many 5 star reviews.  We were not impressed with the food or decor.  It wasn't bad, but it wasn't OMFG good either.  Chicken sandwiches are about $8 each.  Smoothie is $6.  Street parking is $4/hr.  Add all that up and you are looking at $30 lunch for two.  The sandwiches are big, but again nothing special.",-0.7048,0.855,0.029,0.117,0.6268707482993198
2013-07-08,3.0,This review could be total bull because I had this place after bar time. Found it on the way back to where I was staying off pure luck cause food was needed at that point in the night. I got the Avocado Burger. Let me tell you..... as Subway says..... it is avocado season. This burger was very large and very delicious. This place gets 3 stars due to the yuppie group of kids that followed me in there. These kids might have well have been hungry from sailing on their yacht by the looks of them and they clearly could not hold their booze. Also the burger yet tasty was harshly overpriced. With that price I should have gotten fries and a drink.  I will visit again for further inspection.,0.8955,0.911,0.089,0.0,0.5294973544973545
2013-05-01,5.0,Love this place. I have ordered from here at least 10 times in the last month. Food is great. Orders are ready in 10 min. Lot of vegetarian options. And their smoothies - kick ass.  Regular is as big as power Jamba Juice.,0.8074,0.721,0.211,0.068,0.35622710622710624
2013-04-18,5.0,"Jubilee Juice!! Catchy Name ... Today I ordered my lunch from there .I took my first bite. Awesome flavor & taste. I'm a vegetarian , These guys have lot of veggie options . Red Pepper  sandwich is too good. They taste real good. The smoothie is good. Small is also good for 2 people. Dine in is bit small place. It's mostly for take out order.",0.9458,0.772,0.228,0.0,0.5333333333333334
2013-04-07,5.0,"Jubilee is an easy weeknight carry out, but also makes a heavenly hangover lunch. The food is definitely fresh and tastey, but not exactly 'healthy' if thats what you're looking for. Boyfriend and I have a ""usual"" that consists of the honey mustard chicken sandwich and raspberry mania smoothie for him, the jubilee chicken (goat cheese) sandwich and tropical passion smoothie for me, and an order of waffle fries to share.  mmmmmmmm! waffle fries. They are dangerous, you've been warned!",0.9386,0.71,0.22,0.07,0.6976190476190477
2013-04-05,1.0,"Maybe walk in service is good. But delivery was an experience I will never put my self in again. Well I am still in shock that this place actually exists. If customer service is a word in the cashier's vocabulary she must think it means I, the customer, should be serving her.  She actually said to me she was too busy to deal with me. She's the cashier as if that gave her free reign to not deal with food missing. Then proceeding to put me on hold until I recalled her. I was expected to wait and hope my food would show up at some point. The deliver guy showing up a half an hour after it's due looking sheepish like he knows he screwed up. With no apology what so ever for me having to track down where our food was. Luke warm food upon delivery in the end. I doubt the food is ever worth delivery from this place. But hey they seem like they are too busy to deal with the phone so crack on with the walk in stuff.",0.7579,0.828,0.108,0.064,0.32158119658119655
2013-03-07,5.0,This place has been my quick healthier choice when I'm on the run. By far my favorite item on the menu is the hummus. Everything is always very fresh and the smoothies are always on point. I've been coming here for the past few years and definitely will continue to do so.,0.807,0.855,0.145,0.0,0.5714285714285714
2013-01-30,4.0,Huge and filling portions and no matter what you order be sure to get the waffle fries they are the perfect side to almost any dish.,0.7351,0.644,0.288,0.067,0.9296296296296296
2012-11-03,4.0,"This place is solid.  It's my neighborhood go-to ""fast food"" joint.  And by ""fast food"" I mean a strawberry salad with grilled chicken.  I must admit, I've had a couple bites of the burger and waffle fries, and those are good too.  They also have a great selection of delicious smoothies.",0.9201,0.744,0.256,0.0,0.6609375
2012-10-22,4.0,"Maybe it's just because I live in the neighborhood but I've been to this place at least 50 times over the past few years. I've never eaten in, I always order delivery or pick it up. They are very quick to get orders out and they have never messed up my order.  The chicken sandwiches are all great and their smoothies are delicious too. It's a great place to order late night now that they have extended their hours Monday-Saturday but be ware of the drunkies on Friday and Saturday night. ;)  If you are eat here frequently, don't forget to grab a punch card for smoothies and sandwiches so you have a free meal to look forward to in the future.",0.9836,0.797,0.203,0.0,0.5839285714285714
2012-10-18,4.0,"Awesome spot for a sandwich. Very tasty burgers. Their best work are their chicken sammys. Charcoal grilled (I believe) to perfection. Every time I order one it is tender, juicy and with just the perfect charbroiled flavor. On a pita, heaven. Not much of a sit down atmosphere, but no big deal. Also, great freshly juiced smoothies. This place is usually open late night, also a plus.",0.9306,0.716,0.234,0.05,0.5407407407407406
2012-10-17,3.0,"Not bad. I've had food here before a while ago and I think it was good. This afternoon, went back there and plunked down $6 for a 24oz of pure juice. It's really good, fresh juice, but expensive. I would still rather splurge here than Jamba Juice though.",0.3483,0.834,0.119,0.047,0.4819444444444444
2012-09-17,4.0,"This is the holy grail of late night dining. After several failed attempts to find dinner at 2 am (traveler's diet?) I yelped for a spot to grab anything even close to edible and found Jubilee. This place is amazing!! I ordered a chicken burger and got a ginormous grilled chicken breast on a delish fresh bun with all fresh condiments on it. The BF and I also split chips and guac, and damn Chicago, where'd you find these avocados?? There goes the thing that makes California so special...Chips were perfection and the guac was so good that when we ran out of chips I started eating it with a spoon. To top it off, I ordered an orange juice and it was super fresh. It was so fresh that it made me wonder if they had their own orange tree growing in the back, mm! I honestly never thought I would eat meal so heavenly at such a late hour! If I lived in Chicago this would be my go to place for late night food binges or study hours!",0.9848,0.776,0.194,0.031,0.5824561403508772
2012-09-04,5.0,Waffle fries and a cup of cheese please! This place has some great food. Smoothies are yum! They have a little sitting area on the side or you can call in your order for pick up. I always order the Buffalo Chicken which can be really spicy at times. Their burgers are huge! Great food and customer service. Love this place.,0.9576,0.748,0.252,0.0,0.6642857142857144
2012-08-30,4.0,"An unsuspecting cheesy facade tries to trick unknowing customers. These customers should not be deterred by this tactic.  Smoothies are made in a real restaurant size juicer with a young attendant shoving every veggie in by hand and looking as if she has lost her last friend. Can't say as I blame her as it must be a tedious, mind-numbing task. The smoothies here are NOT made from a package and taste like it. Like it was made from real things. You know like nature things. Good for your body things. Want Jamba Juice. AKA 700 calories, go there. 'Cold fighter', was the name of my smoothie and it will probably be my go to this winter. They don't just have all 'granola' type items though. They also have waffle fries. These fries also come in a variation of cheese fries. I was expecting the cheese to be just the regular velveeta in a cup style you get from every other greek take-out, gyro place. BUT, wait, no. These are Merk's cheese fries. You know, real Wisconsin cheddar cheese. Yeah, you know. You are just pretending like you don't. Bottom line, best cheese fries I have every had in my life hands down.  It's expensive for fast food, yes. Totally worth every penny, at this point in my life I am a quality over quantity person. But I still enjoy a naughty food treat every once in a while. Balanced out with a real fruit smoothie makes me feel good about myself. And that, my friends, is worth a million dollars. (Evil pinky to lip...)",0.9856,0.8,0.165,0.036,0.4642991452991453
2012-07-12,2.0,"The smoothies was the best thing out of the order. We order delivery which needs to be mentioned, perhaps better fresh in house. I  had the all american burger which was OK have had better, the fries were not as reviwers had stated. My coworker ordered the grilled chicaken it was dry with no favor. Will go back only if I s  was in area for a smoothies",0.9406,0.739,0.232,0.029,0.43333333333333335
2012-07-04,5.0,One of the reasons why I miss living in the Northside is due to places like this with their late hours.  Came upon here because I was too lazy to walk to my intended restaurant and was pleasantly surprised.  Love that they have waffle fries here and the chicken sandwich I ordered here was amazeballs. chicken and portobello mushroom?  What I do remember clearly is how tender and juicy the chicken (huge btw) was.  I can only compare it to Square Bar's California chicken sandwich... But ya know what.  I think I may of enjoy Jubilee's more.,0.926,0.791,0.17,0.04,0.7541666666666667
2012-07-03,4.0,"I live across the street. This place is open super late. I find myself here often.  Waffle Fries - Best I ever had. Even better with the merkt's cheddar on the side.  Burgers - Though they are not cheap, you get what you pay for. They are large and in charge. All american is my fave b/c I'm a purist, but my hubby swears by the Avocado burger.  Salads - They are good, but I'll be honest, I'm not ordering them often enough to say any more than that.  Smoothies/Fruit Juices - They have every possible fruitylicious combination of juice or smoothie concoction your heart desires. They aren't cheap, but they are delicious. I even see them pressing out fresh wheat grass shots, if that's the kind of thing that whets your appetite.  Sometimes gets crowded during lunch, and the entry is awkward b/c it leads right into the door, but its a solid spot to grab a good, substantial bite with a side of healthy. They have a small, narrow seating area as well.  Do get there punch cards, b/c you will eventually get a free sandwich if you eat here often enough.  Good spot for quality food in the West Loop, they even deliver till super late.",0.9943,0.754,0.233,0.013,0.5832539682539685
2012-06-27,5.0,"Small little pleasant find.   They have everything on the menu - salads, burgers, smoothies, fruit, dessert, a little bit of everything.   I had the fruit plate.   It had the usual melons, strawberries and an apple.  All of the fruit was fresh and delicious.  My friend had a mango smoothie which was so delish but a little sweet.   There was a guy sitting next to us who had a burger and fries that looked amazing.   I also saw a chicken cesear salad that looked good.   I definitely want to go back and try everything!",0.975,0.74,0.26,0.0,0.5477777777777779
2012-06-23,4.0,"We needed a lunch option- one vegan, one health nut, and me. I had worked in this hood for most of my early adulthood and I so I wouldn't have to eat the same thing two days in the row- let alone something so healthy it would shock my system. I shouted out this place. We, I should state got carry out. What I ended up with was the Mixed Veggie Sandwhich- which turns out to actually be a wrap. I freaking HATE wraps. Why didn't they just call it a wrap? Anywho it was so freaking delicious I devoured it in record time. I tore off as much wrap as humanly possible without sacrificing the structure of the ""sandwhich"". I also got a juice- carrot, beet, celery, and something or the other. Totally yum. I had thought about getting a smoothie but it's all yogurt and sherbit and sugar.  I dig the healthy options along with the naughty.",0.1677,0.88,0.056,0.064,0.5285714285714286
2012-06-16,5.0,"Jubilee Juice is a God Send.  Since seeing that movie Fat, Sick and nearly Dead, I've been drinking their fresh juice and wheat grass.  I can just go there and tell them what I want and the juice are great.  The also, has sandwichs that are one of the best in the city of Chicago.   Also, their customer service is great was well and they stay open late till 5am on Fri and Sat. -Robert Jones",0.891,0.697,0.22,0.083,0.5821428571428571
2012-06-05,3.0,I Order from here all the time. Food is really good!!  I like that they are a healthier option open late (4am)  Usually get the marinated chicken sandwhich!  Kinda expensive for a fast food place but they give you alot of food!,0.6314,0.875,0.125,0.0,0.6
2012-05-16,4.0,"Remember this show?  youtube.com/watch?v=l5A2…   Jubilee Juice is very similar. Well...except for the fact that instead of weird human/animal hybrids the main focus is delicious fruit drink fusions. Actually, the two really have nothing to do with one another, but their titles kinda sound similar, and I'd never waste a somewhat relevant opportunity to add a creepy Zoobilee Zoo clip to a review.  All joking aside though, the place is great for more than just smoothies. The menu is way larger than you'd expect and the food was very legit. The Jubilee chicken sandwich was totally tasty, and I love the fact that instead of fries you can get several other options on the side such as steamed veggies, spinach pie, or marinated asparagus. Makes it much easier to eat healthy in these summer months.  Overall it's a tad pricey, but I really don't mind paying a little more for healthy alternatives that are delicious. Go. Enjoy, and without fear of those creepy characters from the clip.",0.9937,0.752,0.241,0.007,0.5154301075268817
2012-04-22,4.0,"Home at 2:30a. Hungry and no food (or have food but no interest or coordination to cook). Solution is here. Great menu, variety and the food was very good. I had the Reuben sandwich which got here quickly and hot so no sog factor. And they have the brains to package the sauces on the side. They told us 45 mins. but the food got here in about 25. My new late nite food delivery has been bookmarked.",0.9134,0.744,0.18,0.077,0.6557575757575759
2012-04-19,4.0,"Absolutely loved my turkey burger.  It was a weekday evening and I was starving after coming out of a late work event.  I was so glad that I chose Jublilee Juice to satisfy my starvation.  I could not wait to get home and sink my teeth into this warm, nicely wrapped in foil burger--yummy!  I also had a side of waffle fries and they were the perfect combo with the tasty turkey burger.  I have to admit that I love feeling full after I eat, especially on my more ravenous days.  This burger definitely satisfied the taste buds and the growling tummy!",0.9827,0.686,0.29,0.024,0.8149999999999998
2012-04-14,5.0,"It feels a little weird to write a 5-star review for a late night food place, but there is a serious dearth of options out there, and after 2am, this place is like a godsend. The best part is that there are really healthy options! I got a grilled chicken wrap on a spinach tortilla... with bacon... and cheese... and mayo.... but it was def healthier than most of the other options out there!! And sooooo good! They have tons of options, and you can customize everything. The juices are also great, albeit a little more expensive than my local place.  One gripe (not really a gripe) is that when you order on GrubHub, they don't tell you that the fries are waffle fries. Had I known that, I would not have hesitated for the 4 seconds that I did before ordering them. Jubilee - if you've got it, flaunt it!! Waffle fries!!! So good. Makes me want to go out late tonight so I can order again.",0.9867,0.762,0.199,0.039,0.5467592592592592
2012-03-14,4.0,I love their Smoothies. Best in the City if you ask me. Can't go wrong with the food either. You have to try their Chicken Divine and Honey Mustard Chicken. Can't go wrong with either. They're a bit pricey but it's worth it.,0.8861,0.723,0.277,0.0,0.6714285714285715
2012-03-12,3.0,"I love the fact that they make fresh juice here. 2nd time stopping in this joynt. Love the burgers and the Mahi Mahi sandwich is real good. Brought some friends here couple weeks ago late night, and they all loved it! Great place to stop late night and grab a quick bite to eat. Better then a burrito joynt after hours. The women at the counter needs to smile more and be a bit nicer, not very friendly. However, i will be back since I love food and this place hits the spot. DONT park next door in the lot, you will get towed. I parked there and asked them if it was okay and they said I needed to go immediately and repark it or my car could get towed. You can park in front on odd hours. Not much parking unless you park in front 15 minute loading zone during certain hours or along randolph and walk. Looking forward to trying something new next time I go.",0.9867,0.739,0.214,0.046,0.43089519176475694
2012-02-10,1.0,"I was all set to make this establishment one of my frequent haunts.  I've had two very successful ordering-in experiences with Jubilee Juice & Grill, but the last will be my last.  Had a VERY rude young lady answer the telephone last Friday evening, who automatically quoted their non-delivery until after 9:00 p.m. policy, and then abruptly hung up the telephone in my face when I paused to ask another question.  Given her broken command of the English language, the woman seemed foreign, as is this place's concept of customer service.  I now get my smoothie and sandwich fix from one of their competitors.",-0.8639,0.874,0.023,0.103,0.38227272727272726
2012-01-31,4.0,"i stayed away from here before because of the appearance, but i'm sick of tacos in pilsen and jubilee is on my way home from work. i got the jubilee chicken and a side order of hummus (i dont care if its ""expensive,"" dont order it if you dont think its worth it). what i ordered was definitely worth it. the goat cheese was delicious with the moist chicken, and the hummus was fresh and tasty (a bit stingy on the pita). definitely will be stopping by regularly. when i ordered, i liked that they asked me when i was going to arrive, instead of telling me a time. i told them fifteen minutes, so they said ok, we'll start your food in ten. awesome!",0.9293,0.695,0.189,0.116,0.573861852433281
2012-01-31,4.0,"Grilled asparagus sandwich with goat cheese on french bread.  Can I just say one thing?  AMAZING. The asparagus was freshly grilled, slightly crunchy, nicely seasoned, just like I like!  And anything with goat cheese is rockin' in my book.  The bread, a nice crusty piece of french bread, was the perfect compliment.  This little hole in the wall has my vote!  No wonder this sandwich was in the Tribune's 30 best sandwiches!  I feel like a doo-doo.  I didn't try any juice.  Hello, JUICE & GRILL?!?!  Why didn't I?  Oh, well, reason to go back again!!!  Don't let the outside fool you!  This place is da bomb.",0.9701,0.681,0.239,0.079,0.38888888888888884
2012-01-24,4.0,"Jubilee Juice is now open until 4 am Mon-Fri and 5 am on Saturday. What's not to like?  I'm just in town for biz but my work hours are weird and I end up being done with my day around midnight.  It's nice to get a veggie burger and smoothie so late at night!   Service was nice, all the employees were friendly even at 1 am.   Yeah, it's a little more expensive than I might expect.  For late night, I think it is very reasonable.  Working late sucks and these guys have to work even later than me so I appreciate them and it's okay for me to pay 6.50 for a veggie burger.  My peach smoothie was too sweet (can't say I didn't enjoy it though, I just felt like I was cheating) -- so I think I'll just go with a juice next time.",0.9664,0.748,0.182,0.07,0.5683333333333334
2012-01-02,5.0,Ok i dont know if its healthy but the sandwiches and cheese fries have got me by the balls. I fiend for their food like a drug addict.,0.6908,0.767,0.233,0.0,0.5
2011-12-05,3.0,"Healthy? Kind of. Affordable? No. Worth it? If you need a wheat grass shot, or a quick bite that is not laden with grease, then yes. I used to live kinda close to here and would stop in on my way home from school. The owner is some kind of eastern European guy, their prices used to be what draws me in but now, its the rejected eastern European models who work the register.  This place is pretty decent. I usually get: Ahi Tuna Sand. - White bread & no sauce = kind of bland and not that healthy. But I get it anyway because it comes with a large salad and 2 onion rings. Which is weird, why do they give 2 onion rings? With a fish sandwich? And they are underneath the sandwich halves.....OH i just got it, its to keep the sandwich warm and dry? Maybe? Smoothies - All the smoothies I have had here are great. I am pretty sure they are loaded with sugar and def not made from fresh fruit, but whatever, I pretend to work out.  Wheat Grass - this is the saving grace of this place. If you feel bloated or sick or fat or whatever, just take a shot of wheat grass juice and you will feel great. I love it before or after my workout. Its equivalent to like 3 lbs of raw veggies, and its the one shot that will keep you sober and you still vomit.  They have a large menu, with a lot of unhealthy choices, but if you want to have a healthy bite here, you can.",0.9527,0.744,0.152,0.105,0.5746681633778408
2011-11-21,3.0,"I don't know what it is about a sweatin' it out, but I've been craving post-workout smoothies like nobody's business.  Jubilee wasn't a far walk so that's where my wobbly legs took me.   It doesn't look like much from the outside or the inside for that matter.  It's like the juice bar & grill equivalent of a dive bar.  It could use a face lift.  Aside from the superficial things, their smoothie menu looked pretty good.  They even had boost shots: whey protein, ginseng, C-complex, ginkgo, echinacea, etc. I ordered a 24 oz pineapple craze.  Strawberries, bananas, pineapple, plain yogurt and pineapple sherbet & juice.  A 24 oz is the smallest size you can get ($5.50) for just over $6 after tax.  It is one monster of a smoothie.  I could have been satisfied with half as much...at half the price too.  It still amazes me that 24 oz is considered a small.  I could do a 24 oz soda or beer no problem, but a smoothie is pretty filling.  Nonetheless, it was so good and hit the spot.  I'll be back...there are 15 other smoothies to try.",0.9855,0.771,0.189,0.04,0.5319597069597071
2011-09-28,5.0,"I will keep this short and simple.  This place is simple and AWESOME.  Great sandwiches ( I tried them all) and it opens late in to the night.  And yes, WAFFLE FRIES.  Definitely a healthier alternative compared to other delivery places.",0.9364,0.697,0.303,0.0,0.5299107142857142
2011-08-05,4.0,"Never went to this place and always got delivery...but, this place has great food - maybe it's a bit on the expensive side, but it gets you full and happy. Such as... Tonight, I got a chicken cheddar and bacon sandwich, complete with a piña colada smoothie/shake and waffle fries. With a large lemonade it was a bit over $20. Yeah, it's expensive, but the sandwich was huge with decent amounts of grilled onions, cheddar cheese, nicely sized chicken breast, on a tasty bun. The piña colada smoothie was sweet and (why didn't I put some rum in there, duh!), and the waffle fries were delish - even when it cooled off, it was still very edible! A rare thing! I've eaten here for years for River North delivery, and it's good food - oh and the delivery is fairly speedy too btw. Packaging of all items were well done without leakage. If you want quantity and some good quality, hit this place...shakes and smoothies are generally good, and sandwiches & waffle fries tasty! I know I'll be finishing the sandwich for breakfast! Can't wait!",0.9899,0.808,0.192,0.0,0.6973922902494332
2011-07-24,4.0,"Best. Waffle Fries. EVER!  Seriously, I think instead of salt, they sprinkle crack on the waffle fries. I live in Portage Park on the Northwest side of the City and I will drive to the West Loop, just for the waffle fries. An order of waffle fries is a pretty big portion. Have I mentioned the waffle fries are amazing?  Ok, ok, enough about the crack-tastic waffle fries, they have other stuff too. I love that they have a decent and tasty vegetarian menu. From a basic veggie burger to grilled vegetables, they have several great sandwiches to choose from. All the sandwiches have been more than filling (sometimes, I can only eat half and save the other half for lunch the next day). My meat eating friends have said that their other sandwiches are also good. All sandwich orders can be upgraded to a combo meal with a fountain drink and (yep, you guessed it) waffle fries or a smoothie and waffle fries for an additional charge. The smoothies and juices are freshly made and delish.  A bit of warning, all food is made to order so sometimes there is a bit of a wait. This is especially true around lunch time. Between the occasional wait, slightly high (but not crazy) prices, and the sometimes less than friendly staff (ok, it only happened a few times). I give 4 out of 5 stars-- The pluses are worth the drive...tasty sammies and of course WAFFLE FRIES!!",0.9897,0.822,0.162,0.016,0.47053921568627444
2011-05-24,4.0,"Jubilee Juice is a cool fast food place to get a delicious smoothie (not healthy at all because most of them have ice cream), a burger/chicken sandwich or wrap - I usually stop by here if I'm in the area and I'm hungry - haven't had anything that I didn't like. One of my favorite menu items is the chicken divine - the chicken is seasoned with white wine, and it has sauteed mushrooms and vegetables, all served w/cheese in a pita. Yum. If you need a quick, tasty snack, Jubilee Juice is a good option.",0.8883,0.746,0.179,0.076,0.5961538461538461
2011-05-10,3.0,"It's nice to have a fresher, healthier alternative to fast food in the neighborhood. You can tell the quality of the place is much better than your average fast-food type place. I like the concept of the place. So far I've tried the smoothies, the salads, and the sandwiches, and they were all good.  My only hesitation in giving it a higher rating are the prices. I suppose you just have to pay more for better quality, but just a veggie sandwich and an iced tea will cost you over $10 with tax (chips not included). And a small smoothie costs over $6 with tax. Prices are a bit steep, but that won't keep me from coming back. It just keeps me from coming here all the time.",0.7543,0.89,0.088,0.022,0.5833333333333334
2011-03-30,4.0,"I was pleasantly surprised by this west loop location. Their name is Jubilee Juice, so I was surprised when my co-workers told me they have a great menu. I went with the strawberry salad. Chicken, spinach, gargonzola, almonds, strawberry's and a strawberry vin. The best salad I've had in a long time. People probably have no idea this place makes for a great lunch option, although the don't deliver farther than a few blocks. CHECK IT OUT!!",0.95,0.718,0.234,0.048,0.63125
2011-03-15,4.0,i come here for lunch almost everyday i work in the city. the veggie wrap is AMAZING!!!!!!! The place is pretty clean...everything is fresh and healthy. Definitly a good place for lunch! :),0.9357,0.621,0.379,0.0,0.7285714285714285
2011-03-11,3.0,"If it's fresh squeezed juice on the go you're after than this is your place! Carrot ginger juice is refreshing and packs a punch...the perfect afternoon treat, especially in the summer. With some delicious, healthy juices on their menu you'd expect the food to follow suit, right? Not so much. I was underwhelmed by the roasted veggie sandwich I had. Good veggies but SO much bread I and dressing I ended up just eating the yummy zucchini bits with a fork. It would be nice if they added some tasty/healthy options to compliment the juices.",0.971,0.764,0.236,0.0,0.685064935064935
2011-02-27,5.0,"They raised their prices, but they are still  great place. If I don't have a pineapple craze once a week, I get depressed. Also good: soups, combo beef and sausage, philly steak, burger, fries (among the best in the city).",0.9262,0.591,0.324,0.085,0.55
